date,ticker,company,entry_price,change_pct_at_entry,volume,notes
2026-07-30,CAPR,Capricor Therapeutics Inc,3.12,-53.08,12328997,
2026-07-30,CISS,C3is Inc,0.13,-2.26,66416226,
2026-07-30,INO,Inovio Pharmaceuticals Inc,0.59,-43.17,18405858,
2026-07-30,RITR,Reitar Logtech Holdings Ltd,0.07,-1.92,1228889,
2026-07-31,KPTI,Karyopharm Therapeutics,2.35,-66.48,5837715,
2026-07-31,RITR,Reitar Logtech Holdings,0.0466,-25.44,94211176,
